client,method,latency(ms)
trade-client,trade,1.5717910000034863
trade-client,trade,1.5574999999898864
trade-client,trade,0.5744590000062999
trade-client,trade,0.8202089999826967
trade-client,trade,1.3619590000075732
trade-client,trade,0.6737499999758256
trade-client,trade,0.9323329999801899
trade-client,trade,0.8165830000166352
trade-client,trade,0.7792080000399437
trade-client,trade,1.3056659999506337
trade-client,trade,0.9738330000459428
trade-client,trade,1.3128749999964384
trade-client,trade,0.7850410000287411
trade-client,trade,1.8134590000045137
trade-client,trade,1.357124999969983
trade-client,trade,1.0783750000200598
trade-client,trade,1.1757089999946402
trade-client,trade,0.9332500000027721
trade-client,trade,0.9840410000379052
trade-client,trade,1.0344999999460924
trade-client,trade,1.4126250000003893
trade-client,trade,0.9819170000469057
trade-client,trade,1.844000000005508
trade-client,trade,0.9750000000394721
trade-client,trade,0.9633750000261898
trade-client,trade,1.0905419999858168
trade-client,trade,0.70058300002529
trade-client,trade,1.2852909999878648
trade-client,trade,1.4108750000332293
trade-client,trade,0.8012499999949796
trade-client,trade,1.0442920000173217
trade-client,trade,0.6989170000224476
trade-client,trade,2.112208000028204
trade-client,trade,2.420499999971071
trade-client,trade,0.7892079999578527
trade-client,trade,0.9743330000446804
trade-client,trade,0.8146670000428458
trade-client,trade,1.6768339999657655
trade-client,trade,1.8556250000187902
trade-client,trade,1.037292000034995
trade-client,trade,0.7931669999834412
trade-client,trade,1.447457999972812
trade-client,trade,0.8430839999959971
trade-client,trade,0.7265830000164897
trade-client,trade,1.321458999996139
trade-client,trade,1.251999999965392
trade-client,trade,1.5502910000009251
trade-client,trade,1.079125000046588
trade-client,trade,0.859083999955601
trade-client,trade,0.8475829999952111
trade-client,trade,0.8512080000286915
trade-client,trade,0.6407919999560363
trade-client,trade,1.2288340000168319
trade-client,trade,0.7960830000115493
trade-client,trade,1.340166999966641
trade-client,trade,1.05216700001165
trade-client,trade,0.9010410000200864
trade-client,trade,0.9837919999995393
trade-client,trade,1.2080000000196378
trade-client,trade,1.018958000031489
trade-client,trade,1.4967079999905764
